brand,model,processor_brand,processor_name,processor_gnrtn,ram_gb,ram_type,ssd,hdd,os,os_bit,graphic_card_gb,type,display_size,Touchscreen,msoffice,latest_price
Lenovo,Ideapad,Intel,Core i5,10th,8,LPDDR4,0,512,DOS,32-bit,2,Casual,15.6,No,No,46990
MICROSOFT,Surface,Intel,Core i5,10th,8,LPDDR4X,128,0,Windows,64-bit,0,Casual,15.6,Yes,No,100190
Smartron,t.book,Intel,Core i5,7th,8,DDR3,128,0,Windows,64-bit,0,Casual,15.6,Yes,No,52990
MICROSOFT,Surface,Intel,Core i5,8th,8,DDR3,128,0,Windows,64-bit,0,Casual,15.6,Yes,No,91999
Smartron,t.book,Intel,Core i5,7th,4,DDR3,128,0,Windows,64-bit,0,Casual,12.2,Yes,No,52990
HP,Pavilion,Intel,Core i5,8th,8,DDR4,128,0,Windows,64-bit,0,ThinNlight,13.3,No,No,76012
Lenovo,Ideapad,Intel,Core i5,11th,8,DDR4,256,0,Windows,64-bit,0,Casual,15.6,No,Yes,49490
lenovo,Yoga,Intel,Core i5,10th,8,LPDDR4,0,512,DOS,32-bit,0,Casual,15.6,No,No,102990
acer,Swift,Intel,Core i5,7th,8,DDR3,256,0,Windows,64-bit,0,ThinNlight,15.6,No,Yes,86867
LG,Gram,Intel,Core i5,10th,8,DDR4,256,0,Windows,64-bit,0,Casual,15.6,No,No,76990
LG,Gram,Intel,Core i5,11th,8,DDR4,256,0,Windows,64-bit,0,ThinNlight,15.6,No,No,76990
ASUS,VivoBook,Intel,Core i5,11th,8,DDR4,256,0,Windows,64-bit,0,ThinNlight,15.6,No,No,48990
LG,Gram,Intel,Core i5,10th,8,DDR4,256,0,Windows,64-bit,0,Casual,15.6,No,No,62990
DELL,Inspiron,Intel,Core i5,11th,8,DDR4,256,0,Windows,64-bit,0,ThinNlight,15.6,No,No,55990
acer,Swift,Intel,Core i5,8th,8,DDR3,256,0,Windows,64-bit,0,ThinNlight,15.6,Yes,Yes,81998
LG,Gram,Intel,Core i5,11th,8,DDR4,256,0,Windows,64-bit,0,ThinNlight,15.6,No,No,76990
HP,Spectre,Intel,Core i5,8th,8,DDR4,256,0,Windows,64-bit,0,Casual,15.6,Yes,Yes,136590
acer,Swift,Intel,Core i5,8th,8,DDR4,256,0,Windows,64-bit,0,ThinNlight,13.3,No,No,59490
ASUS,VivoBook14,Intel,Core i5,11th,8,DDR4,256,0,Windows,64-bit,0,ThinNlight,14.1,No,No,49800
Lenovo,Ideapad,Intel,Core i5,11th,8,DDR4,256,0,Windows,64-bit,0,Casual,15.6,No,Yes,61999
HP,Other,Intel,Core i5,11th,8,DDR4,512,0,Windows,64-bit,0,ThinNlight,15.6,No,No,54990
HP,Other,Intel,Core i5,11th,8,DDR4,512,0,Windows,64-bit,0,ThinNlight,15.6,No,No,53990
Lenovo,Ideapad,Intel,Core i5,11th,8,DDR4,512,0,Windows,64-bit,0,Casual,14,No,Yes,52990
HP,Pavilion,Intel,Core i5,11th,16,DDR4,512,0,Windows,64-bit,0,ThinNlight,14,No,Yes,67990
ASUS,TUF,Intel,Core i5,10th,8,DDR4,512,0,Windows,64-bit,4,Gaming,15.6,No,No,57990
Lenovo,Ideapad,Intel,Core i5,11th,16,DDR4,512,0,Windows,64-bit,0,ThinNlight,15.6,No,Yes,62300
realme,Book(Slim),Intel,Core i5,11th,8,DDR4,512,0,Windows,64-bit,0,Casual,14,No,Yes,52990
Lenovo,Other,Intel,Core i5,11th,8,DDR4,512,0,Windows,64-bit,0,ThinNlight,15.6,No,No,52990
Lenovo,IdeaPad,Intel,Core i5,11th,8,DDR4,512,0,Windows,64-bit,0,ThinNlight,15.6,No,Yes,51990
Lenovo,IdeaPad,Intel,Core i5,11th,16,DDR4,512,0,Windows,64-bit,0,ThinNlight,14,No,No,61990
RedmiBook,Pro,Intel,Core i5,11th,8,DDR4,512,0,Windows,32-bit,0,ThinNlight,15.6,No,No,48990
ASUS,VivoBook,Intel,Core i5,11th,8,LPDDR4X,512,0,Windows,32-bit,0,Casual,14,Yes,Yes,63990
Lenovo,ThinkPad,Intel,Core i5,11th,8,DDR4,512,0,Windows,64-bit,0,Casual,15.6,No,Yes,65990
Nokia,PureBook,Intel,Core i5,10th,8,DDR4,512,0,Windows,64-bit,0,ThinNlight,14,No,No,47990
acer,Aspire,Intel,Core i5,11th,8,DDR4,512,0,Windows,64-bit,0,ThinNlight,15.6,No,No,52990
Lenovo,IdeaPad,Intel,Core i5,10th,8,DDR4,512,0,Windows,64-bit,0,ThinNlight,15.6,No,No,49990
ASUS,ASUS,Intel,Core i5,11th,8,DDR4,512,0,Windows,64-bit,4,Gaming,17.3,No,No,71990
ASUS,VivoBook,Intel,Core i5,10th,8,DDR4,512,0,Windows,64-bit,0,Casual,15.6,No,No,47990
Nokia,PureBook,Intel,Core i5,10th,8,DDR4,512,0,Windows,64-bit,0,ThinNlight,14,No,No,45990
Lenovo,IdeaPad,Intel,Core i5,10th,8,DDR4,512,0,Windows,32-bit,0,ThinNlight,15.6,No,Yes,48490
ASUS,ASUS,Intel,Core i5,11th,8,DDR4,512,0,Windows,64-bit,4,Gaming,17.3,No,No,72990
MSI,Katana,Intel,Core i5,11th,16,DDR4,512,0,Windows,64-bit,4,Casual,15.6,No,No,76990
ASUS,TUF,Intel,Core i5,11th,16,DDR4,512,0,Windows,64-bit,6,Gaming,15.6,No,Yes,89990
MSI,GF63,Intel,Core i5,10th,8,DDR4,512,0,Windows,64-bit,4,Casual,15.6,No,No,59990
ASUS,TUF,Intel,Core i5,10th,8,DDR4,512,0,Windows,64-bit,4,Gaming,15.6,No,Yes,65990
DELL,Inspiron,Intel,Core i5,11th,8,DDR4,512,0,Windows,64-bit,0,Casual,14,Yes,No,71990
DELL,Inspiron,Intel,Core i5,11th,8,DDR4,512,0,Windows,64-bit,0,Casual,14,Yes,No,71890
Lenovo,IdeaPad,Intel,Core i5,11th,16,DDR4,512,0,Windows,64-bit,0,ThinNlight,15.6,No,No,64990
ASUS,VivoBook,Intel,Core i5,11th,16,DDR4,512,0,Windows,64-bit,0,Casual,14,No,No,65990
HP,Other,Intel,Core i5,11th,8,DDR4,512,0,Windows,64-bit,0,ThinNlight,15.6,No,No,55999
ASUS,VivoBook,Intel,Core i5,11th,16,DDR4,512,0,Windows,64-bit,4,Casual,14,No,No,73490
HP,Pavilion,Intel,Core i5,11th,16,DDR4,512,0,Windows,64-bit,0,ThinNlight,14,No,Yes,74490
HP,Pavilion,Intel,Core i5,11th,8,DDR4,512,0,Windows,64-bit,0,ThinNlight,14,No,Yes,58340
acer,Aspire,Intel,Core i5,11th,8,DDR4,512,0,Windows,64-bit,0,ThinNlight,14,No,No,55999
DELL,Inspiron,Intel,Core i5,11th,16,DDR4,512,0,Windows,64-bit,0,ThinNlight,14,No,No,67990
ASUS,VivoBook,Intel,Core i5,11th,16,DDR4,512,0,Windows,64-bit,0,Casual,14,No,No,59990
ASUS,TUF,Intel,Core i5,11th,16,DDR4,512,0,Windows,64-bit,6,Casual,15.6,No,Yes,82990
DELL,Vostro,Intel,Core i5,11th,8,DDR4,512,0,Windows,64-bit,2,Casual,14,No,Yes,64190
DELL,Other,Intel,Core i5,11th,16,DDR4,512,0,Windows,64-bit,0,ThinNlight,14,No,No,70090
realme,Book(Slim),Intel,Core i5,11th,8,DDR4,512,0,Windows,64-bit,0,Casual,14,No,Yes,60999
ASUS,Other,Intel,Core i5,10th,8,DDR4,512,0,Windows,64-bit,2,ThinNlight,15.6,No,No,49990
MSI,Other,Intel,Core i5,11th,8,DDR4,512,0,Windows,64-bit,0,ThinNlight,14,No,No,55490
HP,Spectre,Intel,Core i5,11th,8,LPDDR4X,512,0,Windows,64-bit,0,Casual,13.3,Yes,No,97990
ASUS,VivoBook,Intel,Core i5,9th,8,DDR4,512,0,Windows,64-bit,4,Gaming,15.6,No,Yes,54990
Lenovo,Thinkbook,Intel,Core i5,11th,8,DDR4,512,0,Windows,64-bit,0,ThinNlight,15,No,Yes,59990
Lenovo,IdeaPad,Intel,Core i5,11th,8,DDR4,512,0,Windows,64-bit,0,ThinNlight,15.6,No,Yes,53990
HP,Pavilion,Intel,Core i5,11th,16,DDR4,512,0,Windows,64-bit,0,ThinNlight,14,No,Yes,66999
acer,Intel,Intel,Core i5,11th,8,LPDDR4X,512,0,Windows,64-bit,0,ThinNlight,14,No,Yes,60990
ASUS,Other,Intel,Core i5,10th,8,DDR4,512,0,Windows,64-bit,0,ThinNlight,15.6,No,Yes,47990
HP,Other,Intel,Core i5,11th,8,DDR4,512,0,Windows,32-bit,0,ThinNlight,14,No,Yes,59999
DELL,G15,Intel,Core i5,10th,16,DDR4,512,0,Windows,64-bit,4,Casual,15.6,No,No,79990
ASUS,TUF,Intel,Core i5,10th,8,DDR4,512,0,Windows,64-bit,4,Gaming,15.6,No,No,63990
HP,Pavilion,Intel,Core i5,11th,8,DDR4,512,0,Windows,64-bit,0,ThinNlight,15.6,No,Yes,63990
ASUS,VivoBook,Intel,Core i5,11th,16,DDR4,512,0,Windows,64-bit,0,Casual,14,No,No,59990
Lenovo,IdeaPad,Intel,Core i5,11th,8,DDR4,512,0,Windows,64-bit,0,ThinNlight,14,No,No,55990
ASUS,VivoBook,Intel,Core i5,11th,16,DDR4,512,0,Windows,64-bit,0,Casual,14,No,No,59990
HP,Pavilion,Intel,Core i5,11th,8,DDR4,512,0,Windows,64-bit,0,ThinNlight,15.6,No,Yes,63990
DELL,Vostro,Intel,Core i5,11th,16,DDR4,512,0,Windows,64-bit,2,Casual,14,No,Yes,69490
DELL,Inspiron,Intel,Core i5,11th,16,DDR4,512,0,Windows,64-bit,0,Casual,14,Yes,Yes,89390
ASUS,ZenBook,Intel,Core i5,11th,8,LPDDR4X,512,0,Windows,64-bit,0,ThinNlight,13.3,No,No,74990
Lenovo,Thinkbook,Intel,Core i5,11th,8,DDR4,512,0,Windows,64-bit,0,Casual,14,Yes,Yes,64990
Lenovo,Legion,Intel,Core i5,10th,8,DDR4,512,0,Windows,64-bit,4,Casual,15.6,No,Yes,66490
DELL,Inspiron,Intel,Core i5,11th,16,DDR4,512,0,Windows,64-bit,2,Casual,15.6,No,Yes,89702
Lenovo,Ideapad,Intel,Core i5,11th,16,DDR4,512,0,Windows,64-bit,2,Casual,15.6,No,Yes,70990
Infinix,INBook,Intel,Core i5,10th,8,LPDDR4X,512,0,Windows,64-bit,0,ThinNlight,14,No,No,42490
ASUS,VivoBook,Intel,Core i5,11th,16,DDR4,512,0,Windows,64-bit,0,Casual,17.3,Yes,Yes,58990
Lenovo,Ideapad,Intel,Core i5,10th,8,DDR4,512,0,Windows,64-bit,2,Casual,15.6,No,Yes,57500
DELL,Inspiron,Intel,Core i5,11th,8,DDR4,512,0,Windows,64-bit,2,Casual,14,Yes,Yes,79990
MSI,Modern,Intel,Core i5,10th,8,DDR4,512,0,Windows,64-bit,0,Casual,14,No,No,56541
ASUS,Other,Intel,Core i5,11th,16,DDR4,512,0,Windows,64-bit,0,ThinNlight,17.3,No,No,59990
Lenovo,ThinkBook,Intel,Core i5,11th,16,DDR4,512,0,Windows,64-bit,0,Casual,13,No,Yes,64990
DELL,Other,Intel,Core i5,11th,8,DDR4,512,0,Windows,64-bit,0,ThinNlight,14,No,No,61290
Lenovo,Other,Intel,Core i5,11th,8,DDR4,512,0,Windows,64-bit,0,ThinNlight,14,No,Yes,54990
Lenovo,ThinkBook,Intel,Core i5,11th,8,DDR4,512,0,Windows,64-bit,0,Casual,15.6,No,Yes,59990
ASUS,ASUS,Intel,Core i5,11th,8,DDR4,512,0,Windows,32-bit,6,Casual,16,No,No,84990
HP,Pavilion,Intel,Core i5,11th,8,DDR4,512,0,Windows,64-bit,0,ThinNlight,16,No,Yes,72500
Lenovo,IdeaPad,Intel,Core i5,11th,8,DDR4,512,0,Windows,64-bit,4,Gaming,15.6,No,No,59990
Lenovo,Yoga,Intel,Core i5,11th,8,DDR4,512,0,Windows,64-bit,0,Casual,16,Yes,Yes,87990
HP,14s,Intel,Core i5,11th,8,DDR4,512,0,Windows,64-bit,0,ThinNlight,15.6,No,No,57990
DELL,Inspiron,Intel,Core i5,11th,8,DDR4,512,0,Windows,64-bit,0,ThinNlight,16,No,Yes,69490
Lenovo,Thinkbook,Intel,Core i5,11th,8,DDR4,512,0,Windows,64-bit,0,Casual,16,Yes,Yes,68990
Lenovo,Other,Intel,Core i5,11th,8,DDR4,512,0,Windows,32-bit,0,Casual,16,No,Yes,77990
ASUS,ZenBook,Intel,Core i5,11th,8,LPDDR4X,512,0,Windows,64-bit,0,Casual,16,Yes,No,105990
MSI,Prestige,Intel,Core i5,11th,8,LPDDR4X,512,0,Windows,64-bit,0,Casual,16,No,No,79990
DELL,Vostro,Intel,Core i5,11th,8,DDR4,512,0,Windows,64-bit,0,ThinNlight,15.6,No,Yes,55490
Lenovo,IdeaPad,Intel,Core i5,11th,8,DDR4,512,0,Windows,64-bit,0,ThinNlight,16,No,Yes,69990
ASUS,Zenbook,Intel,Core i5,11th,8,DDR4,512,0,Windows,64-bit,0,Casual,15.6,Yes,Yes,84990
DELL,Inspiron,Intel,Core i5,11th,8,DDR4,512,0,Windows,64-bit,0,ThinNlight,15.6,No,No,59990
DELL,XPS,Intel,Core i5,10th,8,LPDDR4X,512,0,Windows,64-bit,0,ThinNlight,15.6,No,Yes,111890
DELL,Inspiron,Intel,Core i5,11th,8,DDR4,512,0,Windows,64-bit,2,Casual,15.6,No,No,65990
ASUS,Zenbook,Intel,Core i5,11th,8,LPDDR4X,512,0,Windows,32-bit,0,Casual,15.6,No,Yes,72990
DELL,Inspiron,Intel,Core i5,11th,8,DDR4,512,0,Windows,64-bit,0,ThinNlight,16,No,Yes,71090
MSI,Katana,Intel,Core i5,11th,8,DDR4,512,0,Windows,64-bit,4,Casual,15.6,No,No,74990
ASUS,ZenBook,Intel,Core i5,10th,8,LPDDR3,512,0,Windows,64-bit,0,Casual,15.6,No,Yes,79990
MSI,Modern,Intel,Core i5,11th,8,DDR4,512,0,Windows,64-bit,0,Casual,15.6,No,No,55490
DELL,Vostro,Intel,Core i5,11th,8,DDR4,512,0,Windows,64-bit,2,ThinNlight,15.6,No,Yes,66490
ASUS,VivoBook,Intel,Core i5,11th,8,DDR4,512,0,Windows,64-bit,0,Casual,15.6,No,Yes,53400
DELL,Inspiron,Intel,Core i5,11th,8,DDR4,512,0,Windows,64-bit,0,Casual,15.6,Yes,Yes,74500
DELL,XPS,Intel,Core i5,11th,8,LPDDR4X,512,0,Windows,64-bit,0,ThinNlight,16,No,Yes,114990
DELL,Vostro,Intel,Core i5,11th,8,DDR4,512,0,Windows,64-bit,2,ThinNlight,15.6,No,No,61990
APPLE,MacBook,Intel,Core i5,10th,8,LPDDR4X,512,0,Mac,64-bit,0,Casual,16,No,No,159990
APPLE,MacBook,Intel,Core i5,8th,8,DDR3,512,0,Mac,64-bit,0,Casual,15.6,No,No,172090
MSI,Sword,Intel,Core i5,11th,8,DDR4,512,0,Windows,64-bit,4,Casual,15.6,No,No,74990
MSI,Modern,Intel,Core i5,10th,8,DDR4,512,0,Windows,64-bit,0,Casual,15.6,No,No,56490
Lenovo,ThinkPad,Intel,Core i5,10th,8,DDR4,512,0,Windows,64-bit,0,ThinNlight,16,No,No,147000
Lenovo,Ideapad,Intel,Core i5,11th,8,DDR4,512,0,Windows,64-bit,0,ThinNlight,15.6,No,Yes,55990
HP,Pavilion,Intel,Core i5,11th,8,DDR4,512,0,Windows,64-bit,4,Gaming,15.6,No,Yes,77990
HP,Envy,Intel,Core i5,10th,8,DDR4,512,0,Windows,64-bit,4,Casual,16,No,Yes,106490
Lenovo,IdeaPad,Intel,Core i5,11th,8,DDR4,512,0,Windows,32-bit,2,Casual,16,No,Yes,70990
Lenovo,ThinkPad,Intel,Core i5,11th,8,DDR4,512,0,Windows,64-bit,0,Casual,15.6,No,Yes,64990
acer,Aspire,Intel,Core i5,11th,8,DDR4,512,0,Windows,64-bit,0,Casual,15.6,No,No,57990
ASUS,TUF,Intel,Core i5,10th,8,DDR4,512,0,Windows,64-bit,4,Gaming,15.6,No,No,64990
MSI,Modern,Intel,Core i5,10th,8,DDR4,512,0,Windows,64-bit,0,Casual,15.6,No,No,54990
Vaio,SE,Intel,Core i5,8th,8,DDR4,512,0,Windows,64-bit,0,ThinNlight,15.6,No,Yes,62890
HP,Spectre,Intel,Core i5,11th,8,LPDDR4X,512,0,Windows,64-bit,0,Casual,16,Yes,No,111999
Lenovo,Yoga,Intel,Core i5,10th,8,LPDDR4X,512,0,Windows,64-bit,2,Casual,15.6,No,Yes,70798
Lenovo,Legion,Intel,Core i5,9th,8,DDR4,512,0,Windows,64-bit,4,Casual,15.6,No,No,59990
acer,ConceptD,Intel,Core i5,8th,8,DDR4,512,0,Windows,64-bit,4,Casual,15.6,No,No,99500
HP,14s,Intel,Core i5,10th,8,DDR4,512,0,Windows,64-bit,0,ThinNlight,15.6,No,Yes,55990
ASUS,ZenBook,Intel,Core i5,8th,8,LPDDR3,512,0,Windows,64-bit,0,ThinNlight,15.6,No,No,72990
acer,Swift,Intel,Core i5,8th,8,DDR3,512,0,Windows,64-bit,0,ThinNlight,15.6,No,No,64990
ASUS,Other,Intel,Core i5,11th,8,DDR4,512,0,Windows,64-bit,0,ThinNlight,15.6,No,No,57990
HP,HP,Intel,Core i5,11th,8,DDR4,512,0,Windows,64-bit,2,Casual,16,Yes,Yes,76990
Lenovo,Ideapad,Intel,Core i5,11th,8,DDR4,512,0,Windows,64-bit,0,Casual,15.6,No,Yes,62998
DELL,Inspiron,Intel,Core i5,11th,8,DDR4,512,0,Windows,64-bit,0,Casual,16,Yes,Yes,77990
HP,Spectre,Intel,Core i5,10th,8,DDR4,512,0,Windows,64-bit,0,Casual,15.6,Yes,Yes,114990
DELL,DELL,Intel,Core i5,10th,8,DDR4,512,0,Windows,64-bit,2,Casual,15.6,No,Yes,65990
DELL,Inspiron,Intel,Core i5,11th,8,DDR4,512,0,Windows,64-bit,2,Casual,16,No,Yes,88990
Lenovo,X390,Intel,Core i5,10th,8,DDR4,512,0,Windows,64-bit,0,Casual,15.6,No,No,113590
Mi,Notebook,Intel,Core i5,10th,8,DDR4,512,0,Windows,64-bit,2,Casual,15.6,No,No,54990
ASUS,VivoBook,Intel,Core i5,11th,8,LPDDR4X,512,0,Windows,64-bit,0,Casual,15.6,Yes,Yes,73990
LG,Gram,Intel,Core i5,11th,8,DDR4,512,0,Windows,64-bit,0,ThinNlight,15.6,No,No,86990
HP,Other,Intel,Core i5,11th,8,DDR4,512,0,Windows,64-bit,0,ThinNlight,15.6,No,Yes,61000
ASUS,ZenBook,Intel,Core i5,11th,8,LPDDR4X,512,0,Windows,64-bit,0,Casual,15.6,Yes,No,99990
Lenovo,ThinkPad,Intel,Core i5,11th,8,DDR4,512,0,Windows,64-bit,0,ThinNlight,15.6,No,Yes,67990
DELL,Inspiron,Intel,Core i5,11th,8,DDR4,512,0,Windows,64-bit,0,Casual,15.6,Yes,Yes,70799
Lenovo,ThinkPad,Intel,Core i5,11th,8,DDR4,512,0,Windows,64-bit,0,ThinNlight,15.6,No,Yes,65990
ASUS,VivoBook,Intel,Core i5,8th,8,DDR4,512,0,Windows,64-bit,0,ThinNlight,15.6,No,No,53690
MSI,Modern,Intel,Core i5,11th,8,DDR4,512,0,Windows,64-bit,0,ThinNlight,15.6,No,No,55990
ASUS,VivoBook,Intel,Core i5,11th,8,DDR4,512,0,Windows,64-bit,0,Casual,15.6,No,Yes,53190
Lenovo,IdeaPad,Intel,Core i5,10th,8,DDR4,512,0,Windows,32-bit,2,Casual,15.6,No,Yes,58999
DELL,Inspiron,Intel,Core i5,11th,8,DDR4,512,0,Windows,64-bit,2,ThinNlight,15.6,No,No,71990
HP,Other,Intel,Core i5,11th,8,DDR4,512,0,Windows,32-bit,4,Casual,15.6,No,No,82000
ASUS,ZenBook,Intel,Core i5,11th,8,LPDDR4X,512,0,Windows,64-bit,0,ThinNlight,16,No,No,84990
Lenovo,Thinpad,Intel,Core i5,11th,8,DDR4,512,0,Windows,64-bit,2,Casual,15.6,No,No,89998
ASUS,ZenBook,Intel,Core i5,11th,8,LPDDR4X,512,0,Windows,64-bit,0,Casual,15.6,Yes,No,99990
ASUS,Zenbook,Intel,Core i5,11th,8,LPDDR4X,512,0,Windows,64-bit,0,ThinNlight,15.6,No,No,84990
Lenovo,IdeaPad,Intel,Core i5,10th,8,DDR4,512,0,Windows,64-bit,4,Gaming,15.6,No,No,69899
DELL,Inpiron,Intel,Core i5,10th,8,DDR4,512,0,Windows,64-bit,4,Casual,15.6,No,No,79990
DELL,GAMING,Intel,Core i5,10th,8,DDR4,512,0,Windows,64-bit,4,Casual,15.6,No,No,76300
Lenovo,Ideapad,Intel,Core i5,10th,8,DDR4,512,0,Windows,64-bit,0,Casual,15.6,No,Yes,55999
DELL,Inspiron,Intel,Core i5,11th,8,DDR4,512,0,Windows,64-bit,0,ThinNlight,15.6,No,No,72900
DELL,Inspiron,Intel,Core i5,11th,8,DDR4,512,0,Windows,64-bit,0,Casual,15.6,Yes,Yes,73990
ASUS,ZenBook,Intel,Core i5,11th,8,LPDDR4,512,0,Windows,64-bit,0,ThinNlight,16,No,No,84990
DELL,Other,Intel,Core i5,11th,8,DDR4,512,0,Windows,32-bit,2,Casual,16,No,No,73519
HP,Spectre,Intel,Core i5,10th,8,DDR4,512,0,Windows,64-bit,0,Casual,15.6,Yes,No,126000
lenovo,Yoga,Intel,Core i5,10th,8,LPDDR4,0,512,DOS,32-bit,0,Casual,15.6,No,No,171998
ASUS,ASUS,Intel,Core i5,11th,8,DDR4,512,0,Windows,64-bit,6,Casual,16,No,No,88990
HP,HP,Intel,Core i5,11th,8,DDR4,512,0,Windows,64-bit,0,ThinNlight,16,Yes,Yes,114999
DELL,Inspiron,Intel,Core i5,11th,8,DDR4,512,0,Windows,64-bit,2,Casual,16,Yes,Yes,82990
acer,Intel,Intel,Core i5,11th,8,DDR4,512,0,Windows,64-bit,0,ThinNlight,15.6,Yes,No,109999
Lenovo,Yoga,Intel,Core i5,11th,8,DDR4,512,0,Windows,64-bit,0,ThinNlight,16,Yes,Yes,82990
DELL,Inspiron,Intel,Core i5,11th,8,DDR4,512,0,Windows,64-bit,2,Casual,15.6,Yes,Yes,79990
ASUS,ZenBook,Intel,Core i5,11th,8,LPDDR4X,512,0,Windows,64-bit,0,Casual,16,Yes,No,114990
HP,Spectre,Intel,Core i5,11th,8,LPDDR4X,512,0,Windows,64-bit,0,Casual,16,Yes,No,129999
MSI,GS,Intel,Core i5,8th,8,DDR5,512,0,Windows,32-bit,6,Casual,15.6,No,No,149990
DELL,Inspiron,Intel,Core i5,11th,8,DDR4,512,0,Windows,64-bit,2,Casual,16,No,No,71290
DELL,Inspiron,Intel,Core i5,10th,8,DDR4,512,0,Windows,64-bit,0,ThinNlight,15.6,No,Yes,79500
DELL,Inspiron,Intel,Core i5,10th,8,DDR4,512,0,Windows,64-bit,2,Casual,15.6,No,Yes,82990
DELL,Inspiron,Intel,Core i5,11th,8,DDR4,512,0,Windows,64-bit,2,Casual,15.6,No,Yes,70980
ASUS,ZenBook,Intel,Core i5,11th,8,LPDDR4X,512,0,Windows,64-bit,0,Casual,15.6,Yes,No,99990
HP,430,Intel,Core i5,11th,8,DDR4,512,0,Windows,32-bit,0,Casual,15.6,No,No,94000
DELL,Other,Intel,Core i5,11th,8,DDR4,512,0,Windows,64-bit,2,Casual,16,Yes,No,82990
MSI,Prestige,Intel,Core i5,11th,8,LPDDR4X,512,0,Windows,64-bit,0,Casual,16,No,No,79990
ASUS,Pro,Intel,Core i5,8th,8,DDR4,512,0,Windows,64-bit,0,ThinNlight,15.6,No,No,85990
ASUS,ExpertBook,Intel,Core i5,10th,8,DDR4,512,0,Windows,64-bit,2,Casual,15.6,No,No,86990
ASUS,ZenBook,Intel,Core i5,10th,8,LPDDR3,512,0,Windows,64-bit,2,Casual,15.6,No,Yes,105990
ASUS,ExpertBook,Intel,Core i5,10th,8,LPDDR3,512,0,Windows,64-bit,0,Casual,15.6,No,No,84990
Lenovo,Ideapad,Intel,Core i5,8th,8,DDR4,512,0,Windows,64-bit,2,Casual,15.6,No,Yes,59999
Lenovo,Yoga,Intel,Core i5,11th,8,DDR4,512,0,Windows,64-bit,0,Casual,16,No,Yes,91999
DELL,Inspiron,Intel,Core i5,11th,8,DDR4,512,0,Windows,64-bit,0,Casual,16,Yes,Yes,78900
ASUS,ExpertBook,Intel,Core i5,10th,8,LPDDR3,512,0,Windows,64-bit,0,Casual,15.6,No,No,132790
Nokia,PureBook,Intel,Core i5,11th,16,DDR4,512,0,Windows,64-bit,0,ThinNlight,14,No,No,55990
Lenovo,IdeaPad,Intel,Core i5,11th,8,DDR4,512,0,Windows,64-bit,4,Gaming,15.6,No,No,60990
Avita,Liber,Intel,Core i5,7th,8,DDR4,512,0,Windows,64-bit,0,ThinNlight,13.3,No,No,65556
DELL,Inspiron,Intel,Core i5,11th,16,DDR4,512,0,Windows,64-bit,0,ThinNlight,15.6,No,No,70190
DELL,Other,Intel,Core i5,11th,8,DDR4,512,0,Windows,64-bit,2,Casual,14,Yes,No,79590
Avita,Liber,Intel,Core i5,7th,8,DDR4,512,0,Windows,64-bit,0,ThinNlight,13.3,No,No,65556
ASUS,TUF,Intel,Core i5,11th,8,DDR4,512,0,Windows,64-bit,4,Casual,15.6,No,No,76990
Nokia,PureBook,Intel,Core i5,11th,8,DDR4,512,0,Windows,64-bit,0,ThinNlight,14,No,No,52790
Avita,Liber,Intel,Core i5,7th,8,DDR4,512,0,Windows,64-bit,0,ThinNlight,13.3,No,No,65556
Avita,Liber,Intel,Core i5,8th,8,DDR4,512,0,Windows,64-bit,0,ThinNlight,14,No,No,44990
ASUS,Intel,Intel,Core i5,11th,8,DDR4,512,0,Windows,64-bit,0,Casual,13.3,Yes,Yes,84990
Lenovo,Ideapad,Intel,Core i5,10th,8,DDR4,512,0,Windows,64-bit,2,Casual,14,Yes,Yes,86999
HP,Pavilion,Intel,Core i5,11th,16,DDR4,512,0,Windows,64-bit,2,Casual,15.6,No,No,78000
Avita,Liber,Intel,Core i5,8th,8,DDR4,512,0,Windows,64-bit,0,ThinNlight,14,No,No,73063
Avita,Liber,Intel,Core i5,8th,8,DDR4,512,0,Windows,64-bit,0,ThinNlight,14,No,No,73063
HP,HP,Intel,Core i5,11th,16,DDR4,512,0,Windows,64-bit,4,Casual,14,No,Yes,100990
Lenovo,Ideapad,Intel,Core i5,8th,8,DDR4,512,0,Windows,64-bit,0,ThinNlight,13.3,No,Yes,74990
ASUS,ROG,Intel,Core i5,10th,8,DDR4,512,0,Windows,64-bit,4,Casual,15.6,No,No,75990
Lenovo,Other,Intel,Core i5,11th,8,DDR4,512,0,Windows,32-bit,2,Casual,15.6,No,Yes,84086
ASUS,ASUS,Intel,Core i5,11th,8,DDR4,1024,0,Windows,64-bit,4,Gaming,15.6,No,No,75990
ASUS,TUF,Intel,Core i5,11th,8,DDR4,1024,0,Windows,64-bit,4,Gaming,17.3,No,Yes,77990
ASUS,ROG,Intel,Core i5,10th,8,DDR4,1024,0,Windows,64-bit,4,Casual,15.6,No,No,77990
APPLE,MacBook,Intel,Core i5,10th,16,LPDDR4X,1024,0,Mac,64-bit,0,Casual,13,No,No,179990
APPLE,MacBook,Intel,Core i5,10th,16,LPDDR4X,1024,0,Mac,64-bit,0,Casual,13,No,No,179990
ASUS,ROG,Intel,Core i5,10th,8,DDR4,1024,0,Windows,64-bit,4,Casual,15.6,No,No,82990
ASUS,TUF,Intel,Core i5,11th,8,DDR4,1024,0,Windows,64-bit,4,Casual,16,No,No,87990
